place.name,place.full_name,user.time_zone,user.location,username,Text,Location Target (Physical) (general),Location Target (Physical) (specific),Location Target (Physical) (unique),Business Target (Physical) (general),Business Target (Physical) (specific),Business Target (Physical) (unique),sentiment_scores
Gold Coast,"Gold Coast, Queensland",,,Razzz,"The Bruce ! (@ Batwing Spaceshot - @myfunaustralia in Oxenford, QLD) https://t.co/aYz7Vgmt5J",Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",Melbourne,"Trinity Beach,  Australia",Comfort Zone Coffin,"Coolangatta at dusk. What do you think?
#coolangattabeach #coolangatta #coolybeach #queensland‚Ä¶ https://t.co/aavwA2rLvo",Gold Coast,Suburb,Coolangatta,,,,0
Gold Coast,"Gold Coast, Queensland",Brisbane,"Burleigh Heads, Australia",Matt Crawford,"Pub lunch #TGIF (@ Varsity Tavern in Varsity Lakes, QLD) https://t.co/AawMC9rdKi https://t.co/yZiOXVo0Zx",Gold Coast,Suburb,Varsity Lakes,Food and Beverage,Restaurants and bars,Tavern,0
Gold Coast,"Gold Coast, Queensland",,Australia,Glenn Hunt,#SpaceCowboy #StreetPerformer #SurfersParadise #GoldCoast #StreetPhotography‚Ä¶ https://t.co/bk0z5UV956,Gold Coast,Suburb,Surfer Paradise,entertainment,Street performances,,0
Gold Coast,"Gold Coast, Queensland",Kuala Lumpur,"Msia, Brunei & Sgpore",OFFICIAL ZTF,Yeah we're at Movie World!! @zizanrajalawak #liveupdate #goldcoastbersamaZizanRazak‚Ä¶ https://t.co/HYbfVIcV2n,Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0.2092
Gold Coast,"Gold Coast, Queensland",Brisbane,Wild about Sharon,Don Christie,Awesome beach view @ Kirra Beach https://t.co/9uWb6MopPm,Gold Coast,Suburb,Kirra,,,,0.6249
Gold Coast,"Gold Coast, Queensland",,Sydney,neal.percival,"#wategosbeach #wategos #blueskys #ocean #bodyboarding #splash #gopro #hero4 @ Wategos Beach,‚Ä¶ https://t.co/tUBchXJ79T",Byron Bay,Cape Byron State Conservation Area,Beach,Recreation,Water based sport,Body boarding,0
Gold Coast,"Gold Coast, Queensland",Yakutsk,"Gold Coast, Australia",Alisha Love,I'm so grateful to live so close to the ocean ?üå? Not looking forward to winter approaching and‚Ä¶ https://t.co/FShScimyk8,,,,,,,0.5095
Gold Coast,"Gold Coast, Queensland",Beijing,,Aidil,Just posted a photo @ Surfers Paradise Beach https://t.co/ssI3jkKKEJ,Gold Coast,Suburb,Surfer Paradise,Natural attraction,Beach,,0.6369
Gold Coast,"Gold Coast, Queensland",Brisbane, Australia,Bevin Rijkaart,The view of Talebudgera before the sun comes up. #Talebudgera #goldcoast #burleigh https://t.co/rae9rfmr2E,Gold Coast,Suburb,Talebudgera,,,,0
Gold Coast,"Gold Coast, Queensland",Brisbane,Brisbane,Stephanie Smail,Dream run to Byron from Brisbane so far! #bluesfest2016,Byron Bay,,,Entertainment,Music festival,bluesfest2016,0.1582
Gold Coast,"Gold Coast, Queensland",Brisbane,"Gold Coast, Australia",Josh Withers,"@chrisedwards_au I've always flown #qantas for weddings because of their reliability but this week I've had a cancelled flight, and now this",,,,Transport,airline,Qantas,-0.3612
Gold Coast,"Gold Coast, Queensland",Canberra,"Broadbeach, Gold Coast",Giant Chemist PF,What a fabulous spot for Lunch next to the canal at Pacific Fair. @ Pacific Fair Shopping Centre https://t.co/26VbLY8FfI,Gold Coast,Suburb,Broadbeach,Attraction,Manmade,Shopping Centre,0.5045
Gold Coast,"Gold Coast, Queensland",Kuala Lumpur,"Gold Coast, Queensland",Keith WJ Fung ‚ó¢‚ó§,"I'm at Warner Bros. @MovieWorldAus in Oxenford, QLD https://t.co/DSjclGH1G4",Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",Brasilia,,orlando matheus,"At home (@ View Pacific Apartments in Surfers Paradise, QLD) https://t.co/Rxr9oR9KWo",Gold Coast,Suburb,Surfer Paradise,Accommodation,Apartment,View Pacific Apartments,0.6369
Gold Coast,"Gold Coast, Queensland",Brisbane,,Anatole Navarro,Happy Anzac day.. @ Kirra Lookout- Steel Eagle https://t.co/jOgctQw8I6,,,Kirra lookout,,,,0.5719
Gold Coast,"Gold Coast, Queensland",Melbourne,Australia,Antler Luggage Aust,Room with a view. #surfersparadise #beach #holiday #queensland #australia #easter #longweekend @‚Ä¶ https://t.co/Q44xV01xPv,Gold Coast,Suburb,Surfer Paradise,Accommodation,Hotel and resort,Room,0
Gold Coast,"Gold Coast, Queensland",Melbourne,Melbourne,Pierce Brothers,"Day #4 of @thecatempire Aus Tour
Gold Coast was epic!
p&amp;j x
?üì∑ Michaela Bedel https://t.co/pYLbCXp8m8",Gold Coast,,,Entertainment,music,the cat empire aus tour,0
Gold Coast,"Gold Coast, Queensland",,"Sydney, New South Wales",Rob Harris,Thank you to the wonderful customer service person @JetstarAirways #sydney for getting me on an earlier flight today 2 the GC. Appreciated,Gold Coast,,,Airtransport,Airline,Jetstar Airways,0.6229
Gold Coast,"Gold Coast, Queensland",Baghdad,Brisbane | Australia,Sarah AlShatti,"I'm at Classic India in Surfers Paradise, QLD w/ @danah_alshatti https://t.co/VsqJ09dz9l",Gold Coast,Suburb,Surfer Paradise,Food and Beverage,Restaurant,Classic India,0.6369
Gold Coast,"Gold Coast, Queensland",London,The Gold Coast,Jason Froman,richardjkershaw @soumahwines dinner with the family at the local Thai @ Hope Island Resort Marina https://t.co/Hm0AmqxMPt,Gold Coast,Suburb,Hope Island,Accommodation,Hotel and resort,Hope Island Resort Marina,0.4404
Gold Coast,"Gold Coast, Queensland",Belgrade,,Klara Spilkova,Mystical australian nature ?üòç?üá¶?üá∫?üëÄ?üôè #australia #GoldCoast #rainforest #spirit ?üôè https://t.co/TLquNJ0TJ8,Gold Coast,Rainforest,,,,,0
Gold Coast,"Gold Coast, Queensland",Eastern Time (US & Canada),"Queensland, Australia",Cafrin,Last day in stralia got me feelin all sorts of feels ?üò?,Australia,,,,,,0
Gold Coast,"Gold Coast, Queensland",Alaska,,Ê¥ÅÊïè ‚õÑÔ∏è,"I'm at Surfers Paradise Beach in Surfers Paradise, QLD https://t.co/v5Nd50ppBj",Gold Coast,Suburb,Surfer Paradise,,,,0.8555
Gold Coast,"Gold Coast, Queensland",Sydney,somewhere in the universe,joshua adriel,"It's the Meter Maids!
#surfersparadise #metermaids #goldcoast #weekendaway #escape @ Surfers‚Ä¶ https://t.co/TbylVVFwDw",Gold Coast,Suburb,Surfer Paradise,,,,0
Gold Coast,"Gold Coast, Queensland",,,Anne Carlin,.@JetstarAirways I am trying to make a booking Gold Coast to Sydney with added bundle. I can't input my FF number so can't complete booking.,,,,Air Transport,Airline,Jetstar Airways,-0.1255
Gold Coast,"Gold Coast, Queensland",Brisbane,"Queensland, Australia",Global Village,On the Gold Coast for a meeting... just checking that the ocean is still there ?üò? #StartUp #GoldCoast #LunchBreak https://t.co/hHygV0eKUH,Gold Coast,,,,,,0
Gold Coast,"Gold Coast, Queensland",,Surfers Paradise,Pat Fontana,"#sunset #goldcoastlife #level36 #balcony #resortliving #endlessummer @ Gold Coast, Queensland https://t.co/BGlrrsMrYB",Gold Coast,,,Accommodation,Hotel and resort,Level 36,0
Gold Coast,"Gold Coast, Queensland",,Australia ,Cindy,#Goldcoast .....!!!!!  Woohoo!!! ?üò??üå??üçπ?üëô?üëí?üè??üèÑ https://t.co/cMgWYT2P95,Gold Coast,,,,,,0.2114
Gold Coast,"Gold Coast, Queensland",Sydney,Australia,Moetmoed,Jalan jalan (at Surfers Paradise) ‚Äî https://t.co/vccxbUbkpR,Gold Coast,Suburb,Surfer Paradise,,,,0
Gold Coast,"Gold Coast, Queensland",,Singapore,Mary Ann,TBT w/ my bessies in Aus?üá≥?üáø ?üòú #tbt #traveldownunder @ Coolangatta  Beach Gold Coast https://t.co/BtSULD8Aty,Gold Coast,Suburb,Coolangatta,,,,0
Gold Coast,"Gold Coast, Queensland",Canberra,Bangalore / Sydney,Sathwick,#BoomBoom burger | one of the #vegetarian option is named #LittleGreenPeople | #ChevronIsland @VisitGoldCoast | day4 https://t.co/VdK1EszWQH,Gold Coast,Suburb,Chevron Island,Food and Beverage,Restaurant,Boom Boom Burger,0
Gold Coast,"Gold Coast, Queensland",Hawaii,ÿßŸÑŸÉŸàŸ?ÿ™ | australia ,UM IL6EEB (TEE)‚ôå,"I'm at Surfers Paradise Beach in Surfers Paradise, QLD https://t.co/s7C8K1Qo8J",Gold Coast,Suburb,Surfer Paradise,,,,0.8555
Gold Coast,"Gold Coast, Queensland",Brisbane,The Tardis,The One & Only!,"Mmmmmmm.... I've missed you favourite mug! #tea @ Gold Coast, Queensland https://t.co/WlbHZYSPAX",Gold Coast,,,,,,-0.1198
Gold Coast,"Gold Coast, Queensland",Singapore,,Karen,Humpback! #whalewatching #KarenTravels #7thTripFor2016  #GoldCoast @ The Pacific Ocean https://t.co/XWwanyOqVt,Gold Coast,Ocean,The Pacific Ocean,Recreation,Water based activity,Whale watching,0
Gold Coast,"Gold Coast, Queensland",Canberra,"Gold Coast, AUS",Damo Cox,I like Sunday's ?üò??üå¥‚òÄÔ∏è @ Kirra Beach QLD https://t.co/GXYZE5ABOf,,,kirra beach,,,,0.3612
Gold Coast,"Gold Coast, Queensland",Santiago,"Gold Coast, Queensland",Camille Klein,?üí??üåç?üê??üê† @ Broadbeach Beach https://t.co/bqwT17RW7G,broadbeach,,,,,,0
Gold Coast,"Gold Coast, Queensland",,gold coast ,dean johnson,Beautiful rainbow lorikeet's all lined up #lorikeets #rainbow #GoldCoast #birds https://t.co/BU8RpoKdhQ,City,Gold Coast,,,,,0.5994
Gold Coast,"Gold Coast, Queensland",Sydney, Australia,Glen Anderson,"Awesome sunrise yesterday, Gold Coast - Australia.  #stormhour @StormHour  @Queensland @Australia @Earth_Pics https://t.co/zbIaJ2fpxc",City,Gold Coast,,,,,0.3125
Gold Coast,"Gold Coast, Queensland",Canberra,"Canberra, Australia",Jason Borton,Awesome holiday fun at Wet N Wild. @ Wet'n'Wild Gold Coast https://t.co/PGN9kvU8y5,Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0.439
Gold Coast,"Gold Coast, Queensland",,"Gold Coast, Queensland, AU",Danila Thomas,There is nothing like Australia - ?Ω?æ?≤—ã?π —Å?ª?æ?≥?∞?Ω —Ç—É—Ä?∏?∑?º?∞ ?ê?≤—Å—Ç—Ä?∞?ª?∏?∏,Country,Australia,,,,,-0.2755
Gold Coast,"Gold Coast, Queensland",,"gold coast,australia",Karmela Umadhay,Mood weather ?üåß‚õÖÔ∏è?üåà #monday #goldcoast #varsitylakes #rain #sunny‚Ä¶ https://t.co/vED8cDwR4z,Gold Coast,,varsity lakes,,,,0
Gold Coast,"Gold Coast, Queensland",Brisbane,"Gold Coast, Australia",Nick Hortovanyi,"#dusk red glow on the #horizon #goldcoast @ Surfers Paradise, Queensland https://t.co/itVRN5vy7f",Gold Coast,Suburb,Surfer Paradise,,,,0.6369
Gold Coast,"Gold Coast, Queensland",,Sydney Australia ,LFC Aussie (Graham),Extremely disappointed @Dreamworld_AU that tiger island is closed after adjusting our trip to see it. Website should be more informative,Gold Coast,Suburb,Coomera,Attraction,Manmade,Theme Park,-0.2628
Gold Coast,"Gold Coast, Queensland",London,,+-,"Sunday morning, on the beach #GoldCoast https://t.co/e9y0cDiY7g",Gold Coast,Beach,,,,,0
Gold Coast,"Gold Coast, Queensland",Sydney,"NSW, Australia",Mr Seras,Pic from last night at Draculas haunted house @ Draculas Haunted House https://t.co/5EhUFtNY6M,Gold Coast,Suburb,Surfer Paradise,Entertainment,Dracula's Haunted House,,-0.7351
Gold Coast,"Gold Coast, Queensland",Melbourne,"Melbourne, Australia",Madeline Meates,"Got even more wetter and wilder than expected ‚õà?üí¶ ?üèÑ?üèΩ @ Wet N Wild Water World, Gold Coast https://t.co/XxpvKvY1zA",Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",Singapore,Singapore,waihong,"I licking ..... popsicles ?üá¶?üá∫ #munkkyinAussie #aussiekakis @ Dreamworld, Gold Coast https://t.co/lO7eZq09W6",Gold Coast,Suburb,Oxenford,Recreation,Themepark and entertainment,Dreamworld,0
Gold Coast,"Gold Coast, Queensland",Singapore,,Karen,Found a little quiet corner for lunch. Fish and Chips with a view.‚Ä¶ https://t.co/M10U3kLLBX,,,,,,,0
Gold Coast,"Gold Coast, Queensland",Singapore,"London, England",Aniq Iskandar,Yesterday's trip to Sea World! https://t.co/8wN3TRL278,Gold Coast,Suburb,Main Beach,Recreation,Themepark and entertainment,Sea World,0
Gold Coast,"Gold Coast, Queensland",Osaka,"Gold Coast, Australia",?Åó?ÇÖ?Çì‚òÜ,"The Man Who Knew Infinity (@ Reading Cinemas - @readingau in Biggera Waters, QLD) https://t.co/6O82MiwhgG",biggera water,,,entertainment,cinema,Reading cinemas,0
Gold Coast,"Gold Coast, Queensland",Brisbane,"Brisbane, Australia ",‚ï∞‚òÜRoari‚òÜChristie‚òÜ‚ïÆ,"A night filled with music, lights, good food and fast rollercoasters @ Warner Bros. Movie World‚Ä¶ https://t.co/ulwdrlOVGy",Gold Coast,Suburb,Oxenford,Recreation,Themepark and entertainment,Movie World,0.4404
Gold Coast,"Gold Coast, Queensland",Beijing,#VisitSunshineCoast,Cory G,"My favourite time in the tourism calendar. #ATE16 @VisitGoldCoast, you've been grand! ‚òÄÔ∏è?üë? https://t.co/m3FOn6dFOb",Gold Coast,,,,,,0.1698
Gold Coast,"Gold Coast, Queensland",Quito,"Brisbane, Queensland",Rawan Aljasmi,".@asoul95 (at @VapianoOz in Surfers Paradise, QLD w/ @ghaliahalf) https://t.co/7TIC9ZZIvK",Gold Coast,Suburb,Surfer Paradise,Food and Beverage,Restaurant,Vapiano,0.3185
Gold Coast,"Gold Coast, Queensland",Beijing,ig; hxn.ni,hanni,"?üò¥ (@ Gold Coast Airport (OOL) - @gcairport in Bilinga, QLD) https://t.co/9oCaqG8coL",Gold Coast,Suburb,Bilinga,Air Transport,Airport,OOL,0
Gold Coast,"Gold Coast, Queensland",Alaska,"Makati City, Philippines",Sea Princess,Ready to hit the crazy rides at #dreamworld #goldcoast #family fun Missing Ty on the rides !!‚Ä¶ https://t.co/Fz95Ztxr0j,Gold Coast,Suburb,Oxenford,Recreation,Themepark and entertainment,Dreamworld,0.312
Gold Coast,"Gold Coast, Queensland",London,cornwall and australia ,Kiera,Friday night got me like.. #espressomartini #cocktail #goldcoast #home #Australia #wanderlust #travel https://t.co/grW71hPfRN,Gold Coast,,,,,,0
Gold Coast,"Gold Coast, Queensland",Bangkok,"Queensland, Australia",Food Fun Travel,Ohhhh - flying into the Gold Coast is pretty! @TigerairAU #visitgoldcoast #thisisqueensland https://t.co/laZyx9qv5L,Gold Coast,,,,,,0.2706
Gold Coast,"Gold Coast, Queensland",Brisbane,"Burleigh Heads, Gold Coast",Daniel Long,Just a reminder that there is so much more to life . ?üòú @ Tallebudgera Beach https://t.co/m10nF29vJD,Gold Coast,Suburb,Palm Beach,,,,0
Gold Coast,"Gold Coast, Queensland",,,Ian Starr,?üíì?üíì?üíì?üíì #ebgames #harbourtown @ Harbour Town Gold Coast https://t.co/bVdxSr7cEy,Gold Coast,,,retail,shopping centre,harbour town,0
Gold Coast,"Gold Coast, Queensland",Brisbane,"Gold Coast, QLD, AUS",Louise Fernance,"I'm at Reading Cinemas Gold Class in Biggera Waters, QLD https://t.co/uOqEkcFRzO",Gold Coast,Suburb,Biggera Waters,Entertainment,Cinema,Reading Cinemas,0
Gold Coast,"Gold Coast, Queensland",Singapore,Hougang ,Rishi Kannan,Day one in paradise! #goldcoast @ Surfers Paradise Beach https://t.co/wsXFWKRTFb,Gold Coast,Suburb,Surfer Paradise,,,,0.6532
Gold Coast,"Gold Coast, Queensland",Singapore,,Dyla'Adilah,"Beautiful place ?üò? i would love to visit Gold Coast again ‚õµÔ∏è?üèñ‚úàÔ∏è

#goldcoast #sailing #Australia #photography https://t.co/T0Fl0zWZZs",City,Gold Coast,,Recreation,Water based activity,Sailing,0.8442
Gold Coast,"Gold Coast, Queensland",Singapore,"London, England",Aniq Iskandar,Bikini Bottom in Sea World!!! ?üòÅ https://t.co/hoM034s0sJ,Gold Coast,Suburb,Main Beach,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",Sydney,"NSW, Australia ",Nick,"Catching up with a friend! (@ Neptune Resort in Broadbeach, QLD) https://t.co/YfyZvWTBRZ",Gold Coast,Suburb,Broadbeach,Accommodation,Hotel and resort,Neptune Resort,0.2706
Gold Coast,"Gold Coast, Queensland",Solomon Is.,Kuwait | Australia ,ÿßŸÑŸÜŸÅŸàÿØ ÿßŸÑÿ¥ŸÖÿ±Ÿ?,"#ÿ≥ŸÜŸ?ÿßÿ± (@ RACV Royal Pines Resort in Benowa, QLD w/ @fatemaashour) https://t.co/OfXjRzz4SP",Gold Coast,Suburb,Benowa,Accommodation,Hotel and resort,RACV Royal Pines Resort,0
Gold Coast,"Gold Coast, Queensland",,Syd‚ô°- QLD   ,NA‚ô°..,"I'm at Starbucks in Surfers Paradise, QLD https://t.co/qj8C6yIHAz",Gold Coast,Suburb,Surfer Paradise,Food and Beverage,CafÈ,Starbucks,0.6369
Gold Coast,"Gold Coast, Queensland",Brisbane,Australia,Tropic Fox One,"My home, Southern Gold Coast, Queensland Australia. #beauty #beach https://t.co/LHE5tYqOVt",Gold Coast,Southern area,Beach,,,,0
Gold Coast,"Gold Coast, Queensland",Alaska,"Gold Coast, Queensland",Sharlene Gem Paredes,Hella fun! #downunder #oz #goldcoast #wetnwild @ Wet'n'Wild Gold Coast https://t.co/3RdyGaExQA,Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0.2987
Gold Coast,"Gold Coast, Queensland",Hawaii,,Billy Bentley,Stoked to be back with the gang for a big game of footy metriconstadium! @goldcoastsuns Sunny‚Ä¶ https://t.co/8PTfqPTCPw,Gold Coast,Suburb,Carrara,Recreation,Sports and events,AFL footy match,0
Gold Coast,"Gold Coast, Queensland",,,Kayo,"?üåÉ#goodbye#hiltonhotel
I'm going to move to new house tomorrow
?Éë?ÉÉ?Ç≠?É≥?Ç∞?ÇÇÊ?ÉÈô§?ÇÇ‰Ωï?ÇÇ?Åó?Å¶?Å™?ÅÑ?üòìÂØù?Çå?Çã?Åã?Å™?üòì @ Surfers‚Ä¶ https://t.co/LAMZAAbDtC",Gold Coast,Suburb,Surfer Paradise,Accommodation,Hotel and resort,Hilton Hotel,0
Gold Coast,"Gold Coast, Queensland",,"Cambridge, Ontario",Maggie Schippling,LOVE IT HERE! @ Broadbeach Beach https://t.co/DtoHGzZ44T,Gold Coast,Suburb,Broadbeach,,,,0.3348
Gold Coast,"Gold Coast, Queensland",Brisbane,"Gold Coast, Australia",Surf FX,"Leftovers @ One the Esplanade Apartment Surfers Paradise, Gold Coast, Australia https://t.co/P0u0iT6XBx",Gold Coast,Suburb,Surfer Paradise,Accommodation,Apartments,The Esplanade Apartments,0.6369
Gold Coast,"Gold Coast, Queensland",Sydney,"Port Macquarie, NSW, Australia",Prem Rashid,Wonderful sunrise! The weather has been great for this meeting #usanz16 @USANZUrology  https://t.co/hBZD4bof5f,,,,,,,0.6181
Gold Coast,"Gold Coast, Queensland",Brasilia,,orlando matheus,"I'm at Burleigh Heads in Burleigh Heads, QLD https://t.co/CAOtE4zUl7 https://t.co/QUeQBkRZwc",Gold Coast,Suburb,Burleigh Heads,,,,0
Gold Coast,"Gold Coast, Queensland",,Berlin,Marco Effe,"Gold Coast
#coolangatta #australia 
?üá¶?üá∫ @ Gold Coast, Queensland https://t.co/PrBrOPjjXX",Gold Coast,Suburb,Coolangatta,,,,0
Gold Coast,"Gold Coast, Queensland",,,Terry Zarsoff,.@BPeut @Ron_Boll @fatzgorrie I can't wait to watch Old Ennis Baggy run in the Gold Coast Marathon ?üèÉ?üèÉ?üèÉ?üò°?üò°?üò°?üò°,City,Gold Coast,,Recreation,Sports and events,Gold Coast Marathon,0
Gold Coast,"Gold Coast, Queensland",Brasilia,,orlando matheus,"I'm at Surfers Paradise in Surfers Paradise, QLD https://t.co/mC2DicQ5UK",Gold Coast,Suburb,Surfer Paradise,,,,0.8555
Gold Coast,"Gold Coast, Queensland",Kuala Lumpur,Shah Alam,Rezza,"I'm at Surfers Paradise Beach in Surfers Paradise, QLD https://t.co/wo4MdYOxeB",Gold Coast,Suburb,Surfers Paradise,,,,0.8555
Gold Coast,"Gold Coast, Queensland",Brisbane,"Gold Coast, Queensland",Danah Alshatti,"I'm at @VapianoOz in Surfers Paradise, QLD https://t.co/03D78sRKcu",Gold Coast,Suburb,Surfers Paradise,Food and Beverage,Restaurant,Vapiano,0.6369
Gold Coast,"Gold Coast, Queensland",Brasilia,,orlando matheus,"I'm at Mermaid Beach in Mermaid Beach, QLD https://t.co/vwNZ9bXiep",Gold Coast,Suburb,Mermaid Beach,,,,0
Gold Coast,"Gold Coast, Queensland",,Brisbane,Michele Muscillo,#kitestyle @ Palm Beach Gold Coast https://t.co/JBfaHh7jRm,Gold Coast,Suburb,Palm Beach,Recreation,Kite,,0
