place.name,place.full_name,user.time_zone,user.location,username,Text,Location Target (Physical) (general),Location Target (Physical) (specific),Location Target (Physical) (unique),Business Target (Physical) (general),Business Target (Physical) (specific),Business Target (Physical) (unique),sentiment_scores
Gold Coast,"Gold Coast, Queensland",Brisbane,Australia,Claudia Bianchi,"Happy days are beach days. Yesterday Burleigh Heads was looking mighty fine! 

 #beach‚Ä¶ https://t.co/C680Svlv8V",Gold Coast,Suburb,Burleigh Heads,,,,0.2811
Gold Coast,"Gold Coast, Queensland",,Australia,Momoka.,"Last nite.?üåô
#aus#gc#shisha#shishabar#yolo @ Surfers Paradise Queensland Gold Coast https://t.co/bPGc9XVbn9",Gold Coast,Suburb,Surfers Paradise,Food and Beverage,Bar,Shisha Bar,0.6369
Gold Coast,"Gold Coast, Queensland",Sydney,"NSW, Australia ",Nick,"I'm at NSW/QLD State Border in Tugun, QLD https://t.co/vb32n5HN0U",Gold Coast,NSW7QLD State Border,Suburb,,,,0
Gold Coast,"Gold Coast, Queensland",,world,Worlding the World,"Hello again from Surfers Paradise!! We are still here after one week, maybe for one week more..‚Ä¶ https://t.co/LNzmhiHlDO",Gold Coast,Suburb,Surfers Paradise,,,,0.3494
Gold Coast,"Gold Coast, Queensland",Amsterdam,"Viborg, Denmark",Neil G Bautista,"I'm at Meriton Serviced Apartments in Broadbeach, QLD https://t.co/toPhJkWdS6",Gold Coast,Suburb,Broadbeach,Accommodation,Apartments,Meriton Serviced Apartmentes,0
Gold Coast,"Gold Coast, Queensland",Brisbane,Brisbane Gold Coast Australia,Liz Cantor,Snapper today @ryanlysaught got the shot ?üì∏ #GoPro #goproanz #happyplace #sweetdreams ?üí§ @ Snapper‚Ä¶ https://t.co/q7xp8mQbWD,Gold Coast,Suburb,Coolangatta,Recreation,Photography,Brand,0
Gold Coast,"Gold Coast, Queensland",Kuala Lumpur,"Sydney, New South Wales",Aina,"Day 3 Wet n Wild Theme Park
Can I just stay here with you guys ?üò¢ @‚Ä¶ https://t.co/BMOLcqT6qv",Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",,"Gold Coast, Queensland",Ryan Elliott,On my run this evening! #GoldCoast #Australia https://t.co/9dx2VVDwKe,City,Gold Coast,,Recreation,Sports,Run,0
Gold Coast,"Gold Coast, Queensland",Singapore,,celestin,?ü?¢ @ Dreamworld Australia https://t.co/KinVy28Ady,Gold Coast,Suburb,Coomera,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",Australia/Sydney,"Newcastle, NSW, Australia",Derek van Braam,"Planning out what to do today (@ Mariner Shores Beachclub And Resort in Miami, QLD) https://t.co/BrW0VD64MI",Gold Coast,Suburb,Miami,Accommodation,Hotel and resort,Mariner Shores Beachclubs and Resorts,0
Gold Coast,"Gold Coast, Queensland",Melbourne,"Melbourne, Victoria",CHX,My view at my hotel room at beachcomber‚ù§Ô∏è #goldcoast #surfersparadise @ Beachcomber Hotel https://t.co/qw7IgVUaxU,Gold Coast,Suburb,Surfer Paradise,Accommodation,Hotel and resort,Beachcomber Hotel,0
Gold Coast,"Gold Coast, Queensland",Beijing,,fauzi daez,"No diggidy, no diggy-doubt.. ?üòù?üò??üåÖ?üåÖ?üåÖ #throwback @ Surfers Paradise Beach https://t.co/zVoBDPmjp8",Gold Coast,Suburb,Surfer Paradise,,,,0.2023
Gold Coast,"Gold Coast, Queensland",Melbourne,"Brisbane, Australia",Katie,#Bluesfest beverages....great service and tasty drinks at the theloosemoose @ Blues on Broadbeach https://t.co/CvEW7G695C,Gold Coast,Suburb,Broadbeach,Entertainment,Music Festival,BluesFest,0
Gold Coast,"Gold Coast, Queensland",Brisbane,"brisbane, aus",Dee-Anne,"Ramen night? (@ Aloha Bar &amp; Dining in Broadbeach, Qld) https://t.co/O1huDN8JgG",Gold Coast,Suburb,Broadbeach,Food and Beverage,Restaurant,Aloha Bar and Dining,0
Gold Coast,"Gold Coast, Queensland",Singapore,Singapore,DASH,Goldcoast is too small that we kept bumping into those malay fams that took the airplane tgt with us. ?üòÇ,City,Gold Coast,,Transport,Air transport ,Airplane,0
Gold Coast,"Gold Coast, Queensland",Wellington,"Ruby Bay, Tasman.",David Scott,The old and the new... Ozzie blue. @ Currumbin Beach https://t.co/Rrnlw73Bvp,Gold Coast,Suburb,Currumbin,,,,0
Gold Coast,"Gold Coast, Queensland",Sydney,"Sydney, Australia",Norms,View SouthWest to the hills behind Broadbeach. @ Broadbeach Beach https://t.co/K0p4Vsm9Rc,Gold Coast,Suburb,Broadbeach,,,,0
Gold Coast,"Gold Coast, Queensland",Singapore,,Abby Mariel Dignos,Off to Surfer's Paradise! #lonetraveller,Gold Coast,Suburb,Surfer Paradise,Tourism,Solo traveller,,0.3348
Gold Coast,"Gold Coast, Queensland",Sydney,Western Sydney,morrisshort,Shapes @ Peppers Broadbeach https://t.co/f0kHK7bowY,Gold Coast,Suburb,Broadbeach,Accommodation,Hotel and resort,Peppers Broadbeach,0
Gold Coast,"Gold Coast, Queensland",Brisbane,"Gold Coast, Queensland",The Spawny 13,"Love this view at lunch. Shame to have go back to work... @ Tugun Beach, Gold Coast https://t.co/5pT9j295tf",Gold Coast,Suburb,Tugun,Food and Beverage,Lunch,,0.0801
Gold Coast,"Gold Coast, Queensland",Hong Kong,Philippines,Rafael Ayala,#nofilterneeded @ Hope Island Resort - Gracemere Estate https://t.co/O9PUdktkXk,Gold Coast,Suburb,Hope Island,Accommodation,Hotel and resort,Hope Island Resort,0.4404
Gold Coast,"Gold Coast, Queensland",,Gold Coast/Brisbane,Always Wicked Art,"Lunch with these beautiful ladies at Cafe Republic, Benowa. Delicious pale I food with lots of‚Ä¶ https://t.co/8SBdF7Sc6L",Gold Coast,Suburb,Benowa,Food and Beverage,CafÈ,CafÈ Republic,0.5857
Gold Coast,"Gold Coast, Queensland",Jakarta,"Jakarta , Indonesia",Kartika Dewi,"Wish I could be with my sister @sandradewi88 more often ?üëØ
#sisterlove #sister @ SkyPoint Australia https://t.co/UEIKudf3jR",Gold Coast,Suburb,Surfer Paradise,Highrise building,Observation deck,Sky Point,0.4019
Gold Coast,"Gold Coast, Queensland",Hawaii,,alex buechler,Security keepin' an eye out for American mischief #doubleparked ?üçª @ Metricon Stadium AFL https://t.co/h26T0o6vv3,Gold Coast,Suburb,Carrara,Recreation,Sports and events,AFL match,-0.0258
Gold Coast,"Gold Coast, Queensland",,,Kayo,"?üõ•#cruising#bbq#party
È≠??ÅåÈá£?Çå?Å≠?ÅàÔºÅÊòºÈ£Ø?Åå?Å≠?ÅàÔºÅ @ Gold Coast, Queensland https://t.co/Vj7oyizhWk",Gold Coast,,,Recreation,Water based activity,Cruising,0
Gold Coast,"Gold Coast, Queensland",Greenland,"Gold Coast, Queensland",Jan Hutton,You can't stop a good thing! The sharing economy simply scales better. #Airbnb will overtake traditional accomm too  https://t.co/3LPAwaXXwd,,,,Accommodation,Online marketplace,Airbnb,0.162
Gold Coast,"Gold Coast, Queensland",Brisbane,gold coast queensland,cynthia dammerer,Good luck with the new venture AMTMarine only on the Gold Coast could you have an outdoor marina‚Ä¶ https://t.co/y2TPuGxOP7,Gold Coast,Suburb,Main Beach,Recreation,Water based activity,Luxury boats,0.7096
Gold Coast,"Gold Coast, Queensland",,"Gold Coast, Queensland",michael.calvert@,Taken one year apart. The little man loves this place. @ Currumbin Wildlife Sanctuary https://t.co/b678JPhVGF,Gold Coast,Suburb,Currumbin,Attraction,Manmade,Theme Park,0.1767
Gold Coast,"Gold Coast, Queensland",,"Melbourne, Victoria",Jake Waterworth,Gold Coast done. Next stop Sydney ‚úàÔ∏è‚òÄÔ∏è,City,Gold Coast,,,,,-0.148
Gold Coast,"Gold Coast, Queensland",Brisbane,"Gold Coast, Australia",Surf FX,"Nothing @ One the Esplanade Apartment Surfers Paradise, Gold Coast, Australia https://t.co/A5GRTFszzH",Gold Coast,surfers paradise,,Accommodation,apartment,Esplanade Apartment,0.6369
Gold Coast,"Gold Coast, Queensland",,,Kieran Sherratt,Gold Coast Wet n Wild is unreal,Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",Pacific Time (US & Canada),"sydney, NSW, Australia",AdventureForAlan,#surfing @ Surfers Paradise Beach https://t.co/Q5scUAbwpE,Gold Coast,Suburb,Surfer Paradise,Recreation,Water based sport,Surf,0.6369
Gold Coast,"Gold Coast, Queensland",,"Toowoomba, Queensland",wise MFR,"I'm at Max Brenner Chocolate Bar - @maxbrenneraus in Surfers Paradise, Queensland https://t.co/m164OV5zEK",Gold Coast,Suburb,Surfer Paradise,Food and Beverage,Restaurant,Max Brenner Chocolate Bar,0.6369
Gold Coast,"Gold Coast, Queensland",,...I know places...,TŒîLI∆©SŒ®Œ†E     2.0,"Washed out skies

6/6

#clouds #cloud #cloudporn  #weather #lookup #sky #skies #skyporn #cloudy‚Ä¶ https://t.co/wEZZbZdoLK",,,,,,,0
Gold Coast,"Gold Coast, Queensland",London,Salford,Micheal Mathews,This is some serious fruit salad! @ Cafe dbar https://t.co/DysalV60il,,,,,,,-0.0756
Gold Coast,"Gold Coast, Queensland",,Australia,Sarah Lovai,#GOODMORNING #GOLDCOAST @ On The Beach - Palm Beach https://t.co/Ray3PqAFnz,Gold Coast,Suburb,Palm Beach,,,,0
Gold Coast,"Gold Coast, Queensland",,"Queensland / TenthRegion, KUW",ŸÖÿ¥ÿπŸÑ ÿ≠ŸÖÿØÿßŸÜ ÿßŸÑÿπÿØŸàÿßŸÜŸ?,"I'm at RACV Royal Pines Resort in Benowa, QLD https://t.co/RFtkyqVmBw",Gold Coast,Suburb,Benowa,Accommodation,Hotel and resort,RACV Royal Pines Resort,0
Gold Coast,"Gold Coast, Queensland",Brisbane,"Gold Coast, Australia",Josh Withers,.@Qantas I've had to hire another PA system because mine has been lost and I'm Townsville bound for a wedding now,City,Townsville,,Transport,Air transport,Airline,-0.1591
Gold Coast,"Gold Coast, Queensland",Pacific Time (US & Canada),"Bandung, Jawa Barat",Azlina Faracipta,I think this penguin is sleeping (at Sea World) [pic] ‚Äî https://t.co/1q54tRQeDa,Gold Coast,Suburb,Main Beach,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",Brasilia,"Gold Coast, Queensland",Nameless œÄ,"Pray with faith and goes to sea! 

Solit?°rio Surfista. ?üå? @ Snapper Rocks https://t.co/Oml9lHmEI4",Gold Coast,Suburb,Coolangatta,Recreation,Water based sport,Surf,0.2196
Gold Coast,"Gold Coast, Queensland",Sydney,"Sydney, Australia",Simon Baker,Because I'm Batman! Cheeky weekend away with the fam to top up on adrenaline ?üò≤ @ Warner Bros.‚Ä¶ https://t.co/CAKK6GZX3q,Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0.1012
Gold Coast,"Gold Coast, Queensland",,,?Åë?ÅÑ?Åü  ‚ñ≥,Time to suuuuuurf ?üå±,,,,Recreation,Water based sport,Surf,0
Gold Coast,"Gold Coast, Queensland",Sydney,Northern NSW Australia ,Adam Biggs,"#TheCatEmpire at #NightQuarter - coming together nicely - big show, lots of crew on (last night‚Ä¶ https://t.co/DAPDj8S3rT",Gold Coast,Suburb,Helensvale,Recreation,Market,Night Quarter,0.4404
Gold Coast,"Gold Coast, Queensland",Singapore,,claudia tay,The best meal of our trip so far!!!!! Really grateful for 'cheap‚Ä¶ https://t.co/sGiTFPkX6H,,,,Food and Beverage,Meal,,0.6288
Gold Coast,"Gold Coast, Queensland",Tokyo,Gold Coast | Tokyo | Kuwait ,ÿ≠ŸÖŸàÿØ ÿßŸÑÿπÿ™Ÿ?ÿ®Ÿ?,"I'm at Surfers Paradise Beach in Surfers Paradise, QLD https://t.co/MDmqGAjytu",Gold Coast,Suburb,Surfer Paradise,,,,0.8555
Gold Coast,"Gold Coast, Queensland",Singapore,Singapore,DASH,Adventure Cove ?üè??üèº @ WhiteWater World Australia https://t.co/jgWXB0gGKI,Gold Coast,Suburb,Coomera,Attraction,Manmade,Theme Park,0.3182
Gold Coast,"Gold Coast, Queensland",,Bacolod City,Kenn Manasan,Bazeke and mingming! #wheningoldcoast #australia @ Warner Bros.‚Ä¶ https://t.co/Xxvhn8457c,Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",Brisbane,,Mathew Daniel Nelson,"Managed to capture a few meteors from the shower last night over the Gold Coast, Australia. I‚Ä¶ https://t.co/6pksANSoK2",City,Gold Coast,,,,,0
Gold Coast,"Gold Coast, Queensland",,Belfast,Alison Tham,Beautiful Burleigh ‚òÄÔ∏è?üå? #goldcoast #queensland #australia #beautiful #burgleigh #monday #sunny‚Ä¶ https://t.co/gS79lNDn4a,Gold Coast,Suburb,Burleigh Heads,,,,0.5994
Gold Coast,"Gold Coast, Queensland",Jakarta,surabaya,Nicky,the deep blue sea - Gold coast Sea World https://t.co/QQYtZ4FgjD,Gold Coast,Suburb,Main Beach,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",Beijing,,fauzi daez,"The moment i touch youu ?üòç?üê®.. #paradisecountry #goldcoast Australia @ Paradise Country, Gold‚Ä¶ https://t.co/1tyJLjqAZY",Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0.6369
Gold Coast,"Gold Coast, Queensland",Melbourne,Global Citizen ,Tammy C.,?üëÄ @ Surfers Paradise Beach https://t.co/Rgf37clqzk,Gold Coast,Suburb,Surfer Paradise,,,,0.6369
Gold Coast,"Gold Coast, Queensland",Mountain Time (US & Canada),Canmore   Alberta,Aydin Odyakmaz,Learning to fly the #kitesurf on #Currumbin #beach  with a practice kite #Australia #a7r2 #zeiss‚Ä¶ https://t.co/owm2mc8alQ,Gold Coast,Suburb,Currumbin,Recreation,Water based sport,Kite surf,0
Gold Coast,"Gold Coast, Queensland",Pacific Time (US & Canada),Australia ‚ô°,N ‚òæ,"I'm at Broadbeach Beach in Broadbeach, QLD https://t.co/edzTnpcKYY",Gold Coast,Suburb,Broad Beach,,,,0
Gold Coast,"Gold Coast, Queensland",Sydney,"Sydney, New South Wales",Karlee Elisabeth,Movieworld has a new star #jayden #familyroadtrip #familyvacay #movieworldaus #movieworld‚Ä¶ https://t.co/JfRO65K2WO,Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",,,Whiskywingyil,"Just posted a photo @ Warner Bros. Movie World - Gold Coast, Australia https://t.co/v6X8kb8XxD",Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",Sydney,"iPhone: -33.869030,151.209427",ÎèÖ??§ÌÉÄ James Yeom,Tension in the breakfast #Í∞úÍµ¨?üÅ?ù¥ #family #travel #holiday #goldcoast #Îî∏ #?ïÑ?π®Î∞• #Îî∏??§ÌÉÄÍ∑∏Î?® @ Sheraton‚Ä¶ https://t.co/k9bKtcgPYM,Gold Coast,Suburb,Main Beach,Accommodation,Hotel and resort,Sheraton,-0.3182
Gold Coast,"Gold Coast, Queensland",Sydney,Australia,Sally Whitehead,"Love the view, the location and the accommodation. Going to be an awesome week. @ Moorings on‚Ä¶ https://t.co/LEdKLNi3c7",,,,Accommodation,,,0.4206
Gold Coast,"Gold Coast, Queensland",Brisbane, Australia,Bevin Rijkaart,.@YourGoldCoast @Queensland @VisitGoldCoast @Australia @CanonAustralia thanks so much. ?üòÉ,City,Gold Coast,,Recreation,Photography,Brand,0.1468
Gold Coast,"Gold Coast, Queensland",Brisbane,Melbourne,Benedict Forrest,"Surprise! I'm on the Gold Coast this weekend! #beach #goldcoast @ Mermaid Beach, on the Beach https://t.co/zU9coVrypg",Gold Coast,Suburb,Mermaid Beach,,,,0.1127
Gold Coast,"Gold Coast, Queensland",Singapore,,Jermaine,"I take back the caption of the prev. photo. SEA world blew my mind wtf @ Sea World - Gold Coast,‚Ä¶ https://t.co/cSATttoo9a",Gold Coast,Suburb,Main Beach,Attraction,Manmade,Theme Park,-0.1953
Gold Coast,"Gold Coast, Queensland",Brisbane,,luccas,Asians and Indians @ Snapper Rocks https://t.co/QEFiI5Suuf,Gold Coast,Suburb,Coolangatta,,,,0
Gold Coast,"Gold Coast, Queensland",Amsterdam,"Viborg, Denmark",Neil G Bautista,"I'm at Surfers Paradise in Surfers Paradise, QLD https://t.co/mMwS3F9GNY",Gold Coast,Suburb,Surfer Paradise,,,,0.8555
Gold Coast,"Gold Coast, Queensland",Alaska,,POP+Culture,Say hi if I bump into you~^^ #movieworldaustralia #goldcoast @ Warner Bros. Movie World - Gold‚Ä¶ https://t.co/Im2yMqTgAm,Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",,"Surfers Paradise, Gold Coast",Emma Swinson,Chiangmai Thai #food #foodporn #yum #instafood #InstaTags4Likes #yummy #munchies #amazing‚Ä¶ https://t.co/Kk7wiblL0l,Gold Coast,Suburb,Surfer Paradise,Food and Beverage,Restaurant,Chiangmai Thai,0
Gold Coast,"Gold Coast, Queensland",Kuala Lumpur,"Miri, Sarawak",Nsa Adenan,?üèñ #fatimaingoldcoast @ Surfers Paradise Beach https://t.co/IFa60C78kY,Gold Coast,Suburb,Surfer Paradise,,,,0.6369
Gold Coast,"Gold Coast, Queensland",Brisbane,The Tardis,The One & Only!,The Tram stop smells like a Friday/Saturday night... Ick... #ohwell #wontbehereforlong @ Gold‚Ä¶ https://t.co/Ypkze4kz4v,City,Gold Coast,Tram,Transport,Tram,,0.0772
Gold Coast,"Gold Coast, Queensland",Brisbane,"Gold Coast, Australia",Nick Hortovanyi,So lovely - just perfect #goldcoast #queensland #bluesky #ocean #beachlife #beachwalk #sunshine‚Ä¶ https://t.co/Qw1FmVmAVQ,Gold Coast,Beach,,,,,0.8425
Gold Coast,"Gold Coast, Queensland",,"Surfers Paradise, Gold Coast",Chelsea Rose ‚úó,Can't wait for tomorrow. Tambourine mountains and glow worm caves and a long ass hike ?üëå?üèΩ,Gold Coast,Hinterland,Mt Tambourine,Recreation,Sport,Hike,-0.2712
Gold Coast,"Gold Coast, Queensland",Sydney,"Gold Coast, Australia",Caz Craig Makepeace,"Girls day out! Kalyra and i spent the morning SUPping on Tallebudgera Creek.

#Epic 

We rode‚Ä¶ https://t.co/FpatftEqeH",Gold Coast,Suburb,Palm Beach,Recreation,Water based sport,Stand up paddle,0
Gold Coast,"Gold Coast, Queensland",International Date Line West,NYC,Nim—îs?Ω ?Ωs—çmi?ò ‚Ñ¢,#sunrise #paradisebeach #australia #?üåÖ @ Crowne Plaza Surfers Paradise https://t.co/hXYcYwbvN7,Gold Coast,Suburb,Surfer Paradise,Accommodation,Hotel and resort,Crowne Plaza,0.6369
Gold Coast,"Gold Coast, Queensland",Darwin,"Darwin, Northern Territory",J Mangohig,Hit the beach before the studio today. #TheLonelyBoys loving that #OceanLife #burleighheads‚Ä¶ https://t.co/60AdkbLFtq,Gold Coast,Suburb,Burleigh Heads,Music,Band,The Lonely Boys,0.2997
Gold Coast,"Gold Coast, Queensland",Brisbane,Brisbane,Julian Davis Ô£ø,"#carnivale time at #movieworld @ Warner Bros. Movie World - Gold Coast, Australia https://t.co/JzRWJu0YxR",Gold Coast,Suburb,Oxenford,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",,Carrs Creek,Herman Claassens,"I'm at Surfers Paradise in Surfers Paradise, QLD https://t.co/S7658d677s",Gold Coast,Suburb,Surfer Paradise,,,,0.8555
Gold Coast,"Gold Coast, Queensland",,"Nobby Beach, QLD 4218",Canvas Espresso,Your breakfast is ready #rustic #farmfresh #yummo #getinmybelly @ Canvas espresso Nobby Beach https://t.co/2M2eFq0Ln3,nobby beach,,,Food and Beverage,restaurant,canvas espresso,0.3612
Gold Coast,"Gold Coast, Queensland",Brisbane,"Currumbin Valley, Australia",Pete Tweet,Crafter noon - Drinking a Pacific Ale by @Stoneandwood @ Currumbin Eco Village  ‚Äî https://t.co/bKwVKDENIA,Gold Coast,Suburb,Currumbin,Food and Beverage,Beer,Pacif Ale,0
Gold Coast,"Gold Coast, Queensland",Singapore,,kaya,3rd day spent @ Dreamworld ‚ú® @ Dreamworld Australia https://t.co/baRj3Gw4Ru,Gold Coast,Suburb,Coomera,Attraction,Manmade,Theme Park,0
Gold Coast,"Gold Coast, Queensland",Alaska,Hong Kong,PowerUpTimelapse,"Amazing sunset at Gold Coast Australia.
Nikon D810A
Zeiss Milvus 21mm
@CarlZeissLenses @NikonAsia @manfrotto_tweet https://t.co/UItfQS2VSV",Gold Coast,,,,,,0.2929
Gold Coast,"Gold Coast, Queensland",Brisbane,Australia,Katische Haberfield,How cool is this jetty. @ The Spit Off Leash Dog Beach https://t.co/ArcyiK4cx5,Gold Coast,Suburb,Main Beach,Recreation,Pet walk,Off leash dog beach,0.1591
Gold Coast,"Gold Coast, Queensland",Alaska,Êó•Êú¨,Ë°õ ?ÉÅ?Éº?Éã?Éº,I'm on a VACAYtion @ Surfers Paradise Boulevard Gold Coast https://t.co/ckkI2MhDsH,Gold Coast,Suburb,Surfer Paradise,Tourism,Vacation,,0.6369
Gold Coast,"Gold Coast, Queensland",Alaska,Êó•Êú¨,Ë°õ ?ÉÅ?Éº?Éã?Éº,I'm on a VACAYtion @ Surfers Paradise Boulevard Gold Coast https://t.co/Mtx6xM9Z4i,Gold Coast,Suburb,Surfer Paradise,Tourism,Vacation,,0.6369
Gold Coast,"Gold Coast, Queensland",Brisbane,"Gold Coast, Australia",Josh Withers,"Crazy weekend begins now: GC ?üõ´ Coogee ?ü?ó Hunter Valley ?üè? Sydney ‚úàÔ∏è Adelaide ?üõ© GC. The coffee better be hot, @Qantas",Gold Coast,,,Tourism,Multi city trip,,0.0502
